inference_time,model
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.8042664527893066e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.738701343536377e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.872811794281006e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.719329833984375e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.428757190704346e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.345310688018799e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
3.255903720855713e-05,model3d
0.0008835792541503905,model3d
0.0008835792541503905,model3d
0.0008835792541503905,model3d
0.0008835792541503905,model3d
