precision,recall,f1
0.6590909090909091,0.58,0.6170212765957447
0.352112676056338,1.0,0.5208333333333334
0.6,0.24,0.34285714285714286
0.7142857142857143,0.4,0.5128205128205128
0.6521739130434783,0.3,0.410958904109589
0.45454545454545453,0.5,0.47619047619047616
0.5735294117647058,0.78,0.6610169491525424
0.6666666666666666,0.44,0.5301204819277109
1.0,0.36,0.5294117647058824
0.5942028985507246,0.82,0.6890756302521008
