precision,recall,f1
0.7659574468085106,0.72,0.7422680412371134
0.7321428571428571,0.82,0.7735849056603774
0.75,0.66,0.7021276595744681
0.7090909090909091,0.78,0.7428571428571429
0.7297297297297297,0.54,0.6206896551724138
0.6153846153846154,0.64,0.6274509803921569
0.7636363636363637,0.84,0.8
0.7857142857142857,0.88,0.8301886792452831
0.8571428571428571,0.84,0.8484848484848485
0.8775510204081632,0.86,0.8686868686868687
